set,card_name,card_number,quantity,batch_start_time,scraped_at,ungraded,grade_7,grade_8,grade_9,grade_95,psa_10,status,error_type,error_message,url
pokemon-black-bolt,sandile,57,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:17:20.837026,$0.08,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-black-bolt/sandile-57
pokemon-destined-rivals,arven's-maschiff,138,,2026-01-04T17:25:37.624686,2026-01-04T17:27:35.785928,$0.08,,,$10.07,$11.00,$30.23,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/arven%27s-maschiff-138
pokemon-destined-rivals,arven's-toedscool,109,,2026-01-04T17:25:37.624686,2026-01-04T17:27:11.451373,$0.08,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/arven%27s-toedscool-109
pokemon-destined-rivals,emcee's-hype,163,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:17:43.207204,$0.08,,,$10.10,$11.00,$30.32,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/emcee%27s-hype-163
pokemon-destined-rivals,fomantis,13,,2026-01-07T00:43:59.337569,2026-01-07T00:44:13.306559,$0.08,,,$10.11,$11.00,$30.37,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/fomantis-13
pokemon-destined-rivals,granite-cave-reverse-holo,166,,2026-01-07T00:43:59.337569,2026-01-07T00:49:30.921508,$0.08,,,$10.11,$11.00,$30.37,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/granite-cave-reverse-holo-166
pokemon-journey-together,galarian-stunfisk,106,1,2026-02-18T22:30:10.450954,2026-02-18T22:43:29.893289,$0.08,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/galarian-stunfisk-106
pokemon-journey-together,hop's-silicobra,86,1,2026-02-18T22:30:10.450954,2026-02-18T22:41:26.156841,$0.08,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/hop%27s-silicobra-86
pokemon-journey-together,lechonk,139,1,2026-02-18T22:30:10.450954,2026-02-18T22:46:25.966778,$0.08,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/lechonk-139
pokemon-journey-together,pangoro,99,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:21:23.640523,$0.08,,,$10.13,$11.00,$30.41,,,,https://www.pricecharting.com/game/pokemon-journey-together/pangoro-99
pokemon-journey-together,pelipper,39,1,2026-02-18T22:30:10.450954,2026-02-18T22:37:37.541484,$0.08,,,$10.08,$11.00,$30.27,,,,https://www.pricecharting.com/game/pokemon-journey-together/pelipper-39
pokemon-journey-together,sentret,118,1,2026-02-18T22:30:10.450954,2026-02-18T22:44:28.650664,$0.08,,,$10.10,$11.00,$30.32,,,,https://www.pricecharting.com/game/pokemon-journey-together/sentret-118
pokemon-journey-together,shelmet,12,1,2026-02-18T22:30:10.450954,2026-02-18T22:34:43.195178,$0.08,,,$10.10,$11.00,$30.32,,,,https://www.pricecharting.com/game/pokemon-journey-together/shelmet-12
pokemon-twilight-masquerade,glimmet,108,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:54:52.265457,$0.08,,,$10.11,$11.00,$30.29,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/glimmet-108
pokemon-twilight-masquerade,helioptile,70,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:19:13.145628,$0.08,,,$10.08,$11.00,$30.21,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/helioptile-70
pokemon-twilight-masquerade,mightyena,114,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:32:05.998292,$0.08,,,$10.09,$11.00,$30.25,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/mightyena-114
pokemon-twilight-masquerade,nosepass,101,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:31:47.102213,$0.08,,,$10.09,$11.00,$30.25,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/nosepass-101
pokemon-twilight-masquerade,skarmory,119,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:32:21.482585,$0.08,,,$10.11,$11.00,$30.29,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/skarmory-119
pokemon-twilight-masquerade,swirlix,89,,2026-01-07T01:13:32.223987,2026-01-07T01:14:24.866477,$0.08,,,$10.12,$11.00,$30.34,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/swirlix-89
pokemon-twilight-masquerade,trevenant,13,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:56:59.148429,$0.08,,,$10.11,$11.00,$30.29,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/trevenant-13
pokemon-white-flare,ducklett,25,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:21:51.617308,$0.08,,,$10.11,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-white-flare/ducklett-25
pokemon-white-flare,sigilyph,38,,2026-01-07T00:43:59.337569,2026-01-07T00:55:32.481324,$0.08,,,$10.11,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-white-flare/sigilyph-38
pokemon-white-flare,watchog-reverse,73,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:24:40.659460,$0.08,,,$10.12,$11.00,$30.42,,,,https://www.pricecharting.com/game/pokemon-white-flare/watchog-reverse-73
pokemon-white-flare,woobat,36,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:22:44.811129,$0.08,,,$10.07,$11.00,$30.23,,,,https://www.pricecharting.com/game/pokemon-white-flare/woobat-36
pokemon-black-bolt,darmanitan,14,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:53:53.125727,$0.07,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-black-bolt/darmanitan-14
pokemon-black-bolt,emolga,29,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:54:19.886295,$0.07,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-black-bolt/emolga-29
pokemon-black-bolt,pidove,71,,2026-01-05T14:00:30.919912,2026-01-05T14:03:51.157131,$0.07,,,$10.09,$11.00,$30.33,,,,https://www.pricecharting.com/game/pokemon-black-bolt/pidove-71
pokemon-destined-rivals,mankey,90,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:16:30.190698,$0.07,,,$9.01,$10.00,$31.16,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/mankey-90
pokemon-journey-together,drampa,130,1,2026-02-18T22:30:10.450954,2026-02-18T22:45:24.150898,$0.07,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/drampa-130
pokemon-journey-together,postwick,154,1,2026-02-18T22:30:10.450954,2026-02-18T22:48:06.292342,$0.07,,,$10.10,$11.00,$30.32,,,,https://www.pricecharting.com/game/pokemon-journey-together/postwick-154
pokemon-twilight-masquerade,corphish,47,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:18:46.306447,$0.07,,,$10.12,$11.00,$30.34,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/corphish-47
pokemon-twilight-masquerade,kilowattrel,76,,2026-01-07T00:43:59.337569,2026-01-07T00:52:25.932344,$0.07,,,$10.12,$11.00,$30.34,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/kilowattrel-76
pokemon-twilight-masquerade,varoom,124,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:20:16.579686,$0.07,,,$10.14,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/varoom-124
pokemon-white-flare,cottonee,4,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:20:14.489161,$0.07,,,$10.05,$11.00,$30.19,,,,https://www.pricecharting.com/game/pokemon-white-flare/cottonee-4
pokemon-white-flare,dewott,22,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:21:41.806141,$0.07,,,$10.16,$11.00,$30.56,,,,https://www.pricecharting.com/game/pokemon-white-flare/dewott-22
pokemon-white-flare,druddigon,71,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:24:36.456607,$0.07,,,$10.09,$11.00,$30.33,,,,https://www.pricecharting.com/game/pokemon-white-flare/druddigon-71
pokemon-white-flare,heatmor,19,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:21:36.124084,$0.07,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-white-flare/heatmor-19
pokemon-white-flare,liepard,56,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:23:32.188464,$0.07,,,$10.12,$11.00,$30.42,,,,https://www.pricecharting.com/game/pokemon-white-flare/liepard-56
pokemon-white-flare,lillipup,74,,2026-01-07T00:43:59.337569,2026-01-07T00:57:16.244200,$0.07,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-white-flare/lillipup-74
pokemon-white-flare,swadloon,2,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:20:06.321157,$0.07,,,$10.09,$11.00,$30.33,,,,https://www.pricecharting.com/game/pokemon-white-flare/swadloon-2
pokemon-white-flare,swanna,26,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:21:59.288960,$0.07,,,$10.09,$11.00,$30.33,,,,https://www.pricecharting.com/game/pokemon-white-flare/swanna-26
pokemon-white-flare,swoobat,37,,2026-01-07T00:43:59.337569,2026-01-07T00:55:28.613783,$0.07,,,$10.09,$11.00,$30.33,,,,https://www.pricecharting.com/game/pokemon-white-flare/swoobat-37
pokemon-white-flare,vanillite-reverse,27,,2026-01-07T00:43:59.337569,2026-01-07T00:55:02.360862,$0.07,,,$10.09,$11.00,$30.33,,,,https://www.pricecharting.com/game/pokemon-white-flare/vanillite-reverse-27
pokemon-white-flare,zebstrika-reverse,32,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:22:19.316218,$0.07,,,$10.15,$11.00,$30.52,,,,https://www.pricecharting.com/game/pokemon-white-flare/zebstrika-reverse-32
pokemon-black-bolt,cryogonal-reverse,27,,2026-01-05T14:00:30.919912,2026-01-05T14:02:22.022609,$0.06,,,$10.13,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-black-bolt/cryogonal-reverse-27
pokemon-black-bolt,fraxure-reverse,69,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:55:21.358129,$0.06,,,$10.09,$11.00,$30.33,,,,https://www.pricecharting.com/game/pokemon-black-bolt/fraxure-reverse-69
pokemon-black-bolt,larvesta,15,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:16:36.754722,$0.06,,,$10.19,$11.00,$30.66,,,,https://www.pricecharting.com/game/pokemon-black-bolt/larvesta-15
pokemon-black-bolt,maractus,8,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:53:45.412637,$0.06,,,$10.04,$11.00,$30.14,,,,https://www.pricecharting.com/game/pokemon-black-bolt/maractus-8
pokemon-black-bolt,palpitoad,20,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:16:44.888754,$0.06,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-black-bolt/palpitoad-20
pokemon-black-bolt,palpitoad-reverse,20,,2026-01-07T00:43:59.337569,2026-01-07T00:51:00.848266,$0.06,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-black-bolt/palpitoad-reverse-20
pokemon-black-bolt,professor's-research-professor-juniper,85,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:18:01.203211,$0.06,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-black-bolt/professor%27s-research-professor-juniper-85
pokemon-black-bolt,tranquill,72,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:55:29.032958,$0.06,,,$10.07,$11.00,$30.24,,,,https://www.pricecharting.com/game/pokemon-black-bolt/tranquill-72
pokemon-black-bolt,whirlipede,55,,2026-01-05T14:00:30.919912,2026-01-05T14:03:35.641421,$0.06,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-black-bolt/whirlipede-55
pokemon-destined-rivals,cetoddle,64,1.0,2026-01-22T16:42:45.077992,2026-01-22T16:43:24.047695,$0.06,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/cetoddle-64
pokemon-destined-rivals,squawkabilly,160,,2026-01-07T00:43:59.337569,2026-01-07T00:49:10.718860,$0.06,,,$10.10,$11.00,$30.33,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/squawkabilly-160
pokemon-destined-rivals,steven's-baltoy,83,,2026-01-17T15:02:47.633422,2026-01-17T15:04:20.031309,$0.06,,,$10.34,$11.00,$31.16,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/steven%27s-baltoy-83
pokemon-twilight-masquerade,caretaker,144,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:55:08.726585,$0.06,,,$10.14,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/caretaker-144
pokemon-twilight-masquerade,poochyena,113,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:19:54.211305,$0.06,,,$10.14,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/poochyena-113
pokemon-white-flare,boldore-reverse,47,,2026-01-07T00:43:59.337569,2026-01-07T00:56:09.204047,$0.06,,,$10.07,$11.00,$30.24,,,,https://www.pricecharting.com/game/pokemon-white-flare/boldore-reverse-47
pokemon-white-flare,deerling,6,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:20:22.543476,$0.06,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-white-flare/deerling-6
pokemon-white-flare,ferroseed,68,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:24:28.374301,$0.06,,,$10.11,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-white-flare/ferroseed-68
pokemon-white-flare,herdier,75,,2026-01-07T00:43:59.337569,2026-01-07T00:57:30.987397,$0.06,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-white-flare/herdier-75
pokemon-white-flare,mienfoo,52,,2026-01-15T18:40:39.420291,2026-01-15T18:41:18.590507,$0.06,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-white-flare/mienfoo-52
pokemon-white-flare,vanillite,27,,2026-01-07T00:43:59.337569,2026-01-07T00:54:55.121814,$0.06,,,$10.07,$11.00,$30.24,,,,https://www.pricecharting.com/game/pokemon-white-flare/vanillite-27
pokemon-white-flare,vanilluxe,29,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:22:12.600332,$0.06,,,$10.14,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-white-flare/vanilluxe-29
pokemon-white-flare,vullaby-reverse,63,,2026-01-07T00:43:59.337569,2026-01-07T00:56:57.120277,$0.06,,,$10.07,$11.00,$30.24,,,,https://www.pricecharting.com/game/pokemon-white-flare/vullaby-reverse-63
pokemon-white-flare,watchog,73,,2026-01-07T00:43:59.337569,2026-01-07T00:57:10.562563,$0.06,,,$10.07,$11.00,$30.24,,,,https://www.pricecharting.com/game/pokemon-white-flare/watchog-73
pokemon-white-flare,zebstrika,32,,2026-01-07T00:43:59.337569,2026-01-07T00:55:11.901974,$0.06,,,$10.11,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-white-flare/zebstrika-32
pokemon-black-bolt,beheeyem,41,,2026-01-05T14:00:30.919912,2026-01-05T14:02:43.438626,$0.05,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-black-bolt/beheeyem-41
pokemon-black-bolt,braviary,78,,2026-01-05T14:00:30.919912,2026-01-05T14:04:04.936800,$0.05,,,$10.11,$11.00,$30.38,,,,https://www.pricecharting.com/game/pokemon-black-bolt/braviary-78
pokemon-black-bolt,foongus,10,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:16:32.500382,$0.05,,,$10.07,$11.00,$30.24,,,,https://www.pricecharting.com/game/pokemon-black-bolt/foongus-10
pokemon-black-bolt,fraxure,69,,2026-01-07T00:43:59.337569,2026-01-07T00:51:28.910465,$0.05,,,$10.07,$11.00,$30.24,,,,https://www.pricecharting.com/game/pokemon-black-bolt/fraxure-69
pokemon-black-bolt,gurdurr,48,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:54:52.086811,$0.05,,,$10.07,$11.00,$30.24,,,,https://www.pricecharting.com/game/pokemon-black-bolt/gurdurr-48
pokemon-black-bolt,krokorok,58,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:17:25.633626,$0.05,,,$10.07,$11.00,$30.24,,,,https://www.pricecharting.com/game/pokemon-black-bolt/krokorok-58
pokemon-black-bolt,tympole,19,,2026-01-07T00:43:59.337569,2026-01-07T00:50:52.574695,$0.05,,,$10.07,$11.00,$30.24,,,,https://www.pricecharting.com/game/pokemon-black-bolt/tympole-19
pokemon-journey-together,escavalier,102,1,2026-02-18T22:30:10.450954,2026-02-18T22:43:06.083707,$0.05,,,$10.07,$11.00,$30.23,,,,https://www.pricecharting.com/game/pokemon-journey-together/escavalier-102
pokemon-twilight-masquerade,timburr,103,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:54:44.277524,$0.05,,,$10.09,$11.00,$30.25,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/timburr-103
pokemon-white-flare,patrat-reverse,72,,2026-01-07T00:43:59.337569,2026-01-07T00:57:05.628288,$0.05,,,$8.01,$9.00,$39.23,,,,https://www.pricecharting.com/game/pokemon-white-flare/patrat-reverse-72
pokemon-white-flare,sawk,49,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:23:21.172684,$0.05,,,$10.07,$11.00,$30.23,,,,https://www.pricecharting.com/game/pokemon-white-flare/sawk-49
pokemon-white-flare,shelmet,8,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:22:01.245417,$0.05,,,$10.07,$11.00,$30.24,,,,https://www.pricecharting.com/game/pokemon-white-flare/shelmet-8
pokemon-white-flare,vullaby,63,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:24:07.962453,$0.05,,,$10.09,$11.00,$30.33,,,,https://www.pricecharting.com/game/pokemon-white-flare/vullaby-63
pokemon-black-bolt,darumaka,13,,2026-01-05T14:00:30.919912,2026-01-05T14:01:49.822608,$0.04,,,$10.03,$11.00,$30.09,,,,https://www.pricecharting.com/game/pokemon-black-bolt/darumaka-13
pokemon-black-bolt,duosion,38,,2026-01-05T14:00:30.919912,2026-01-05T14:02:36.089997,$0.04,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-black-bolt/duosion-38
pokemon-journey-together,cufant,109,1,2026-02-18T22:30:10.450954,2026-02-18T22:43:46.182398,$0.04,,,$10.06,$11.00,$30.18,,,,https://www.pricecharting.com/game/pokemon-journey-together/cufant-109
pokemon-journey-together,remoraid,33,1,2026-02-18T22:30:10.450954,2026-02-18T22:36:53.166649,$0.04,,,$10.08,$11.00,$30.27,,,,https://www.pricecharting.com/game/pokemon-journey-together/remoraid-33
pokemon-white-flare,basculin,24,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:21:46.870240,$0.04,,,$10.07,$11.00,$30.23,,,,https://www.pricecharting.com/game/pokemon-white-flare/basculin-24
pokemon-white-flare,pansear,14,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:22:09.292123,$0.04,,,$10.05,$11.00,$30.19,,,,https://www.pricecharting.com/game/pokemon-white-flare/pansear-14
pokemon-white-flare,scraggy,57,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:23:40.462137,$0.04,,,$10.05,$11.00,$30.19,,,,https://www.pricecharting.com/game/pokemon-white-flare/scraggy-57
pokemon-black-bolt,drilbur,45,,2026-01-07T00:43:59.337569,2026-01-07T00:51:21.406071,$0.03,,,$10.04,$11.00,$30.14,,,,https://www.pricecharting.com/game/pokemon-black-bolt/drilbur-45
pokemon-journey-together,caretaker,144,1,2026-02-18T22:30:10.450954,2026-02-18T22:46:45.730186,,,,,,,failed,parsing_failed,Price table not found on page (tried id=price_data and class=info_box),https://www.pricecharting.com/game/pokemon-journey-together/caretaker-144
pokemon-journey-together,mr.-mime,58,1,2026-02-18T22:30:10.450954,2026-02-18T22:39:12.565705,,,,,,,failed,parsing_failed,Price table not found on page (tried id=price_data and class=info_box),https://www.pricecharting.com/game/pokemon-journey-together/mr.-mime-58
